ID,Last Name,First Name ,RIF?,Legacy,Group #,SF,LC,PS,I,PIG 1,PIG 2,Total,Notes (Rifs # and interests)
,Stewart,Lindie,,,6,,,1,,,1,2,
,Still,Lindsay,,,7,,,1,,,1,2,
,Stilson,Lindsey,,,8,,,1,,,1,2,
,Stine,Lilly,,,9,,,1,1,,0,2,
,Stirrett,Lily,,,10,0,,2,,,0,2,
,Stolze,Macy,,,11,,,1,,,1,2,
,Stone,Macken'z,,,12,2,,0,,,0,2,
,Stone,Maddy,,,1,,1,0,1,,0,2,
,Story,Maddy,,,2,,,1,,,1,2,
,Stout,Madison,,,3,,,1,,,1,2,
,Stout,Madison,,,4,,,1,,,1,2,
,Stovall,Madison,,,5,,,0,1,,1,2,
,Stowe,Madi,,,6,,,1,,,0,1,
,Stratemann,Madie,,,7,,,1,,,0,1,
,Straub,Madi,,,8,,,1,,,0,1,
,Straughan,Madi,,,9,,,0,,,1,1,
,Stricklen,Madi,,,10,,,1,,,0,1,
,Suddoth,Madelyn,,,11,,,0,,,1,1,
,Sullivan,Maggie,,,12,,,1,,,0,1,
,Sullivan,Maggie,,,1,,,1,,,0,1,
,Sullivan,Maggie,,,2,,,1,,,0,1,
,Sullivan,Maggie,,,3,,,0,,,1,1,
,Sullivan,Maggie,,"Yes(2), XO(2)",4,,,0,,,1,1,
,Sullivan,Marisa,,"Yes, SSS",5,,,0,,,1,1,
,Sullivant,Marisa,,"Yes, XO",6,,,1,,,0,1,
,Summers,Mary Hanley,,"Yes, KD",7,,,0,,,1,1,
,Summers,Mary Grace,,"Yes, KD",8,,,0,,,1,1,
,Surber,Molly,,"Yes, KKG",9,,,1,,,0,1,
,Swenson,Molly,,"Yes, KKG, XO",10,,,1,,,0,1,
,Swensson,Molly,,"Yes, KKG(2)",11,,,1,,,0,1,
,Swift,Molly,,"Yes, KKG(2), OM",12,,,0,,,1,1,
,Swift,Monica,,"Yes, MS BETA",1,,,1,,,0,1,
,Tabor,Morgan,,"Yes, MS BETA",2,,,0,1,,0,1,
,Tait,Morgan,,"Yes, MS BETA",3,,,1,,,0,1,
,Tankersley,Miranda,,"Yes, MS BETA",4,,,1,,,0,1,
,Tape,Mikayla,,XO(2),5,,,1,,,0,1,
,Tarr,Melissa,,"XO, OM",6,,,0,1,,0,1,
,Tassos,Melea,,"XO, OM",7,,,1,,,0,1,
,Taylor,Megan,,XO,8,,,1,,,0,1,
,Taylor,Megan,,XO,9,,,1,,,0,1,
,Terhune,Morgan,,XO,10,,,1,,,0,1,
,Terrill,Morgan,,XO,11,,,1,,,0,1,
,Thames,Morgan,,XO,12,,,1,,,0,1,
,Thomas,Morgan,,XO,1,,,1,,,0,1,
,Thomas,Morgan,,XO,2,,,1,,,0,1,
,Thomas,Morgan,,XO,3,,,1,,,0,1,
,Thomas,Morgan,,XO,4,,,1,,,0,1,
,Thomas,Peyton,,KKG(2),5,,,1,,,0,1,
,Thomas,Peyton,,KKG(2),6,,,1,,,0,1,
,Thompson,Peyton,,"KKG(2), AXO,",7,,,1,,,0,1,
,Thompson,Peyton,,"KKG(2), DDD",8,,,1,,,0,1,
,Thompson,Peyton,,"KKG(2), DG",9,,,1,,,0,1,
,Thompson,Peyton,,"KKG(2), XO(2)",10,,,1,,,0,1,
,Thompson,Paige,,KD(2),11,,,0,,,1,1,
,Thompson,Paige,,KD(2),12,,,1,,,0,1,
,Thompson,Renee,,"KD, OM",1,,,1,,,0,1,
,Threadgill,Raye,,KD,2,,,1,,,0,1,
,Tieken,Rachel ,,KD,3,,,,,,,0,
,Tillman,Rachel,,KAT(2),4,,,,,,,0,
,Tillson,Tamara,,"KAT, XO",5,,,,,,,0,
,Tirrill,Sydney,,KAT,6,,,0,,,0,0,
,Titus,Sybil R.,,KAT,7,,,0,,,0,0,
,Toland,Stevi,,Gphi,8,,,0,,,0,0,
,Tomlinson,Sloan,,DST,9,,,0,,,0,0,
,Toso,Sloane,,DZ,10,,,0,,,0,0,
,Tower,Shelby,,DG,11,,,0,,,0,0,
,Tracy,Shanleigh,,DG,12,,,0,,,0,0,
,Trahan,Sarah,,DDD(2) ,1,,,0,,,0,0,
,Treadwell,Sarah,,"DDD(2), KD",2,,,0,,,0,0,
,Tristan,Sarah,,"DDD(2), KD",3,,,0,,,0,0,
,Trotter,Sarah,,"DDD, KKG",4,,,0,,,0,0,
,Trowbridge,Sarah,,"DDD, DG,",5,,,0,,,0,0,
,Tsiplakos,Sarah,,"DDD,",6,,,0,,,0,0,
,Tucker,Sara,,DDD,7,,,0,,,0,0,
,Tucker,Samantha,,DDD,8,,,0,,,0,0,
,Tucker,Sally,,DDD,9,,,0,,,0,0,
,Tuite,Ryan,,"AXO, KKG(in house)",10,,,0,,,0,0,
,Tumminello,Tomi,,ASA,11,,,0,,,0,0,
,Turnage,Tiffany,,Aphi,12,,,0,,,0,0,
,Turnbough,Taylor,,"AOP, KD",1,,,0,,,0,0,
,Turnbow,Taylor,,AOP,2,,,0,,,0,0,
,Turner,Taylor,,AOP,3,,,0,,,0,0,
,Turner,Tatum,,AGD,4,,,0,,,0,0,
,Tyer,Zoe,,"ADP, XO, DG",5,,,0,,,0,0,
,Tyler,Whitney,,ADP,6,,,0,,,0,0,
,Uecker,Violet,,ADP,7,,,0,,,,0,
,Umarov,Victoria,,ADP,8,,,0,,,0,0,
,Utley,Regan,,"KD, OM",9,,,1,,,0,1,
,Vaculik,Ashley,Yes,,10,,1,1,2,,2,6,
,Vaguer,Rebecca,,KD,11,,,0,,,1,1,
,Valentine,Caroline,Yes,,12,,1,1,2,,1,5,
,Van,Skyler,,DZ,1,,,0,,,0,0,
,Van Fossen,Haley,Yes,,2,,1,0,1,,1,3,
,Van Matre,Melissa,,"XO, OM, AGD",3,,,1,,,0,1,
,Vana,Daria,Yes,,4,,,2,,,2,4,
,Vandiver,Savannah,,DG,5,,,0,,,0,0,
,Varley,Ashley,Yes,,6,,1,2,2,,1,6,
,Vasiloff,Ramsay,,KD,7,,,,,,,0,
,Vaughn,Olivia,,OM,8,,,0,0,,1,1,
,Vavala,Claire,Yes,,9,1,1,0,2,,0,4,
,Veazey,Victoria,,AXO,10,,,0,,,0,0,
,Vega,Darby,Yes,,11,,1,1,2,,0,4,
,Ventura,Madeline,,,12,,,1,,,0,1,
,Vice,Callie,Yes,,1,,1,2,2,,0,5,
,Vidal,Maddie,,,2,,,0,,,2,2,
,Vig,Sydney,,"KAT, DDD",3,,,0,,,0,0,
,Vining,Mollie,,OM,4,,,1,,,0,1,
,Virden,Danielle,Yes,,5,,1,1,1,,1,4,
,Vitt,Kylie,,,6,,,2,,,0,2,
,Vivero,Kaitlin,Yes,,7,,1,1,1,,0,3,
,Von Kaenel,Katie,Yes,,8,,1,1,1,,0,3,
,Vore,Ashley,Yes,,9,,1,2,2,,1,6,
,Votaw,August,Yes,,10,2,,2,,,2,6,
,Waddell,Abbey,,,11,,,,,,,0,
,Wade,Ashley,Yes,,12,,2,2,2,,0,6,
,Wadsworth,Bethany,Yes,,1,,,1,2,,2,5,
,Wagley,Shev,,"DG, DZ",2,,,0,,,0,0,
,Wagner,Ashley,Yes,,3,,1,2,2,,1,6,
,Wallace,Campbell,Yes,,4,,2,1,2,,0,5,
,Wallace,Erin,Yes,,5,,,1,1,,2,4,
,Waller,Emmy,Yes,,6,,2,0,2,,0,4,
,Walsh,Addison C.,Yes,,7,2,2,1,2,,1,8,
,Walsh,Addison,Yes,,8,,1,2,2,,2,7,
,Walsh,Addie,Yes,,9,2,2,1,2,,0,7,
,Walsh,Alice C.,Yes,,10,,1,2,2,,2,7,
,Walsh,Alianna,Yes,,11,,1,2,2,,2,7,
,Walsh,Ali Mae,Yes,,12,,1,2,2,,2,7,
,Walters,Allie,Yes,,1,,1,1,2,,2,6,
,Walters,Allie,Yes,,2,,1,1,2,,2,6,
,Ward,Allie,Yes,,3,,,2,2,,2,6,
,Warrington,Ashley,Yes,,4,,1,2,2,,1,6,
,Wasierski,Ashley,Yes,,5,,1,3,2,,0,6,
,Watkins,Ashlyn,Yes,,6,,1,2,2,,1,6,
,Watkins,Austin,Yes,,7,,2,2,2,,0,6,
,Watson,Ashton B.,Yes,,8,,1,2,2,,1,6,
,Watson,Athena,Yes,,9,,1,1,1,,2,5,
,Watts,Aubrey,Yes,,10,,1,1,2,,1,5,
,Watts,Audrey,Yes,,11,2,,1,2,,0,5,
,Waugh,Audrianna,Yes,,12,,,1,2,,2,5,
,Wawrek,Avery,Yes,,1,,,3,2,,0,5,
,Wayda,Avery,Yes,,2,,1,2,1,,1,5,
,Weatherly,Avenell,Yes,,3,,1,1,2,,1,5,
,Webb,Avery,Yes,,4,,,2,1,,2,5,
,Webb,Ava Leigh,Yes,,5,,,1,2,,2,5,
,Webb,Bethany,Yes,,6,,1,1,1,,2,5,
,Webster,Bethany,Yes,,7,,1,1,1,,2,5,
,Weeden,Beth,Yes,,8,,1,1,2,,1,5,
,Weirich,Bergen,Yes,,9,,2,0,2,,1,5,
,Welch,Bella,Yes,,10,,1,1,2,,1,5,
,Weldon,Callie,Yes,,11,,2,1,1,,1,5,
,Weller,Callie Rose,Yes,,12,,1,2,2,,0,5,
,Wellington,Cameron,Yes,,1,,,2,1,,2,5,
,Wente,Cameron,Yes,,2,,0,2,2,,1,5,
,Wentz,Campbell,Yes,,3,,1,2,2,,0,5,
,West,Camille,Yes,,4,,,1,2,,2,5,
,West,Caroline,Yes,,5,,,1,2,,2,5,
,Westfall,Caroline,Yes,,6,,1,2,2,,0,5,
,Westmoreland,Caroline,Yes,,7,,1,1,2,,1,5,
,Wetherington,Caroline,Yes,,8,,1,1,2,,1,5,
,Wetmore,Caroline,Yes,,9,,1,1,2,,1,5,
,Whatley,Danielle,Yes,,10,,1,1,2,,0,4,
,Wheeler,Danielle,Yes,,11,,,2,2,,0,4,
,Wheelock,Danielle,Yes,,12,,,1,2,,1,4,
,White,Dani,Yes,,1,,,1,2,,1,4,
,White,Dacey,Yes,,2,,1,1,2,,0,4,
,White,Claire,Yes,,3,,,2,,,2,4,
,White,Claire,Yes,,4,,,2,,,2,4,
,White,Claire,Yes,,5,2,,1,,,1,4,
,Whitelaw,Claire,Yes,,6,,,1,2,,1,4,
,Whitmer,Claire,Yes,,7,,2,2,,,0,4,
,Whittemore,Delaney M.,Yes,,8,,1,1,2,,0,4,
,Whittington,Delaney,Yes,,9,,1,1,1,,1,4,
,Wickes,Dee,Yes,,10,,1,1,2,,0,4,
,Wickliffe,Elizabeth,Yes,,11,,1,1,2,,0,4,
,Widman,Elizabeth,Yes,,12,,1,0,2,,1,4,
,Wiederstein,Elizabeth,Yes,,1,,1,1,2,,0,4,
,Wiener,Elizabeth,Yes,,2,,1,2,1,,0,4,
,Wierzbicki,Emma Laura,Yes,,3,,1,1,2,,0,4,
,Wight,Emma Kay,Yes,,4,,2,0,2,,0,4,
,Wigod,Emma Jane,Yes,,5,,1,1,1,,1,4,
,Wiles,Emma Kate,Yes,,6,,1,1,2,,0,4,
,Wilke,Emma,Yes,,7,,1,1,1,,1,4,
,Wilkins,Emma,Yes,,8,,1,1,1,,1,4,
,Williams,Emma,Yes,,9,,1,1,2,,0,4,
,Williams,Evey,Yes,,10,,1,0,2,,1,4,
,Williams,Evie,Yes,,11,,1,1,1,,1,4,
,Williams,Faith,Yes,,12,,1,1,2,,0,4,
,Williamson,Grace,Yes,,1,,,2,,,2,4,
,Williamson,Gracen,Yes,,2,,1,1,2,,0,4,
,Willie,Grace,Yes,,3,,,1,2,,1,4,
,Willingham,Grace,Yes,,4,,,2,,,2,4,
,Willis,Grace,Yes,,5,,1,1,2,,0,4,
,Willis,Grace,Yes,,6,,1,1,2,,0,4,
,Willis,Graham,Yes,,7,,1,1,1,,1,4,
,Willis,Haley,Yes,,8,,,2,1,,0,3,
,Wills,Haley,Yes,,9,,1,0,2,,0,3,
,Wilson,Haley,Yes,,10,,,1,,,2,3,
,Wilson,Haley,Yes,,11,,,1,2,,0,3,
,Wilson,Haley,Yes,,12,,1,1,1,,0,3,
,Wilson,Heather,Yes,,1,,1,0,2,,0,3,
,Winslette,Hannah,Yes,,2,,,1,,,2,3,
,Winstead,Hannah,Yes,,3,0,,2,,,1,3,
,Winter,Hannah,Yes,,4,,,1,2,,0,3,
,Wise,Jenna,Yes,,5,,,1,,,2,3,
,Wittig,Jayde,Yes,,6,,2,1,,,0,3,
,Wolski,Jane,Yes,,7,,,2,,,1,3,
,Womack,Jade,Yes,,8,,,1,,,2,3,
,Wood,Jordan,Yes,,9,,,1,,,2,3,
,Wood,Joey,Yes,,10,,,1,2,,0,3,
,Wood,Jody,Yes,,11,,,1,,,2,3,
,Woodruff,Jessica,Yes,,12,,1,1,,,1,3,
,Woods,Jordan,Yes,,1,,,3,,,0,3,
,Woodward,Jordan,Yes,,2,,1,,2,,,3,
,Woodward,Kailey,Yes,,3,,,1,,,2,3,
,Wooldridge,Katie,Yes,,4,,,1,1,,1,3,
,Word,Katie,Yes,,5,,1,1,1,,0,3,
,Workman,Katie,Yes,,6,,1,1,1,,0,3,
,Wren,Katie,Yes,,7,,,1,,,2,3,
,Wright,Katie,Yes,,8,,,1,,,2,3,
,Wunderlich,Katie,Yes,,9,,1,1,1,,0,3,
,Wylde,Katherine,Yes,,10,,,1,1,,1,3,
,Yanke,Katherine,Yes,,11,,0,1,1,,1,3,
,Yarber,Katie,,,12,2,,1,,,0,3,
,Yarberry,Katie,,,1,,1,1,1,,0,3,
,Yassin,Katie,,,2,,,1,,,2,3,
,Yessman,Katie,,,3,,1,1,1,,0,3,
,Yockey,Katie,,,4,,1,1,1,,0,3,
,York,Keiley,,,5,,,0,2,,1,3,
,York,Kendall,,,6,,1,1,1,,0,3,
,Young,Kelyn,,,7,,,2,1,,0,3,
,Young,Kelsie,,,8,,,1,2,,0,3,
,Young,Kelsi,,,9,,1,0,2,,0,3,
,Young,Kira,,,10,2,,0,,,0,2,
,Young,Kirsten,,,11,,,0,1,,1,2,
,Yount,Lane,,,12,,,0,,,2,2,
,Zachary,Laney,,,1,,,1,,,1,2,
,Zars,Laura Leigh,,,2,,,1,1,,0,2,
,Zeisel,Laura Beth,,,3,,,1,1,,0,2,
,Zizmann,Laura ,,,4,,,2,,,0,2,
,Zorilla,Lillie Grace,,,5,,,1,,,1,2,
